GP-A-A2,the principal taught the policy emailed the teacher.,What did the principal get?,"taught the policy
the policy
taught the policy
policy","

The principal got a response from the teacher confirming that they had received the policy."
GP-A-A2,the prisoner procured a weekend pass whispered to the guard.,What did the prisoner get?,"procured a weekend pass
a weekend pass
procured a weekend pass
weekend pass","

A weekend pass allows a prisoner to temporarily leave detention for a specified amount of time (typically two days) to visit family, attend funerals, or take part in religious ceremonies."
GP-A-A2,the reporter told the rumour yelled at the witness.,What did the reporter get?,"told the rumour
the rumour
told the rumour
rumour","

The reporter likely got a stern look and perhaps a scolding from the witness for speaking so rudely. Depending on the situation, they may also have gotten in trouble with their employer or legal authorities."
GP-A-A2,the scientist shipped critical supplies admired the tribesmen.,What did the scientist get?,"shipped critical supplies
critical supplies","

The scientist likely received gratitude and appreciation from the tribesmen for providing critical supplies."
GP-A-A2,the secretary poured a beer chatted up the lawyer.,What did the secretary get?,"poured a beer
a beer
poured a beer
beer","

It's not clear what the secretary got from chatting up the lawyer. Depending on the conversation, the secretary could have gained information, advice, friendship, or even a job opportunity."
GP-A-A2,the settlers built a log cabin thanked the neighbours.,What did the settlers get?,"built a log cabin
a log cabin
built a log cabin
log cabin","

The settlers likely got the goodwill and help of the neighbours in building the log cabin."
GP-A-A2,the spy served a dry martini watched the villain.,What did the spy get?,"served a dry martini
a dry martini
served a dry martini
dry martini","

The spy got information about the villain's activities."
GP-A-A2,the student baked a cake called the roommate.,What did the student get?,"baked a cake
a cake
baked a cake
cake","

The student likely got a sense of accomplishment and satisfaction from baking the cake for their roommate."
GP-A-A2,the student called a bad name knew the bus driver.,What did the student get?,"called a bad name
a bad name
called a bad name
bad name","

The student most likely got in trouble for their actions, since calling someone a bad name is disrespectful and unacceptable. Depending on the severity of the student's words, the bus driver might have taken disciplinary action or the school may have gotten involved."
GP-A-A2,the student found a scholarship talked to a professor.,What did the student get?,"found a scholarship
a scholarship
found a scholarship
scholarship","

The outcome of the student speaking with the professor would depend on the purpose of the student's inquiry. If the student was asking for advice about how to find a scholarship, the professor may have provided the student with contacts, resources, and possible"
GP-A-A2,the teenager burned a cd smiled at the cheerleader.,What did the teenager get?,"burned a cd
a cd
burned a cd
cd","

The teenager most likely got a feeling of satisfaction or accomplishment from burning a CD and a smile from the cheerleader."
GP-A-A2,the traveller booked the flight spotted a cab driver.,What did the traveller get?,"booked the flight
the flight
booked the flight
flight","

The traveller got a ride to their destination."
GP-A-A2,the woman offered a free drink winked at the bartender.,What did the woman get?,"offered a free drink
a free drink
offered a free drink
free drink","

The woman likely got a free beverage from the bartender."
GP-A-A2,the woman painted the portrait waved at the mayor.,What did the woman get?,"painted the portrait
the portrait
painted the portrait
portrait","

The woman likely got the attention of the mayor, but she may not have gotten anything else concrete."
GP-U-A2,the babysitter who was purchased a gift card thanked the parents.,What did the babysitter get?,"purchased a gift card
a gift card
purchased a gift card
gift card","

It depends on what the parents purchased the gift card for. It could be for a store, a restaurant, a movie theater, etc."
GP-U-A2,the boy who was sent an invitation hugged the tutor.,What did the boy get?,"an invitation
sent an invitation
an invitation","

The boy likely received the invitation to attend a tutoring session with the tutor."
GP-U-A2,the boyfriend who was left a voicemail distrusted the girlfriend.,What did the boyfriend get?,"left a voicemail
a voicemail
left a voicemail
voicemail","

The boyfriend did not get anything, as the voicemail did not prove anything. It is possible that he may have become suspicious of his girlfriend, but there is no way to verify that without further evidence."
GP-U-A2,the brit who was served the first ace defeated the italian.,What did the brit get?,"served the first ace
served the first ace
the first ace
first ace","

The Brit likely received the point for winning the match."
GP-U-A2,the chef who was presented the new knife greeted the audience.,What did the chef get?,"the new knife
the new knife
new knife
new knife
presented the new knife","

The chef got a new knife."
GP-U-A2,the child who was bought an ice cream cone smiled at the cashier.,What did the child get?,"bought an ice cream cone
an ice cream cone","

The child got an ice cream cone."
GP-U-A2,the child who was read a story hugged the nanny.,What did the child get?,"read a story
read a story
a story
story","

The child got a warm hug and comforting reassurance from the nanny."
GP-U-A2,the child who was saved a front row seat surprised the clown.,What did the child get?,"saved a front row seat
a front row seat
saved a front row seat
front row seat","

The child received the satisfaction of seeing the clown's act from the best available vantage point."
GP-U-A2,the colonel who was granted leave phoned a travel agent.,What did the colonel get?,"granted leave
leave","

The colonel likely got some recommendations for hotels and/or flights for his upcoming time off."
GP-U-A2,the dispatcher who was handed a pink slip worried about the driver.,What did the dispatcher get?,"handed a pink slip
a pink slip
handed a pink slip
pink slip","

The dispatcher got a pink slip, which is a formal notice of termination from a job."
GP-U-A2,the doctor who was delivered the donor organ assisted several surgeons.,What did the doctor get?,"delivered the donor organ
the donor organ
delivered the donor organ
donor organ","

The doctor likely got the satisfaction of having a part in saving a life by delivering a donor organ. Depending on the circumstances, they may also have received monetary compensation for their services."
GP-U-A2,the general who was awarded the medal annoyed the soldier.,What did the general get?,"awarded the medal
the medal
awarded the medal
medal","

The general received a medal of honor or other award for their service."
GP-U-A2,the girl who was passed a note tattled on the classmate.,What did the girl get?,"passed a note
a note
passed a note
note","

The girl likely got some form of punishment, such as a scolding or detention, from the teacher (or other authority figure) for tattling on the classmate."
GP-U-A2,the girl who was played a song photographed the tourist.,What did the girl get?,"played a song
a song
played a song
song","

The girl got a photograph of the tourist being serenaded by the song."
GP-U-A2,the girl who was won a stuffed bear ignored the carnival worker.,What did the girl get?,"won a stuffed bear
a stuffed bear
won a stuffed bear
stuffed bear","

The girl got the stuffed bear."
GP-U-A2,the golfer who was cooked a special meal toasted the host.,What did the golfer get?,"cooked a special meal
a special meal
cooked a special meal
special meal","

The golfer likely received a glass of champagne or sparkling wine to toast the host."
GP-U-A2,the hobo who was cut a slice of cheese despised the beggar.,What did the hobo get?,"cut a slice of cheese
a slice of cheese
cut a slice of cheese
slice of cheese","

The hobo got a slice of cheese."
GP-U-A2,the inspector who was paid a fee argued with the fireman.,What did the inspector get?,"paid a fee
a fee
paid a fee
fee","

The inspector received payment for their services, usually in the form of a fee. Depending on the type of inspection and its complexity, the fee could be anywhere from a few hundred to a few thousand dollars."
GP-U-A2,the instructor who was submitted the plagiarized papers visited the dean.,What did the instructor get?,"submitted the plagiarized papers
the plagiarized papers
submitted the plagiarized papers
plagiarized papers","

It is not possible to answer this question without additional information. Depending on the situation, the instructor could receive anything from a warning to termination of employment."
GP-U-A2,the manager who was prepared the report praised the employees.,What did the manager get?,"prepared the report
the report
prepared the report
report","

The manager likely got recognition for their leadership and professional skills in preparing the report. They may also have earned appreciation from the employees, gained respect from colleagues, and seen an improvement in morale and productivity."
GP-U-A2,the millionaire who was sculpted a statue bragged to the banker.,What did the millionaire get?,"sculpted a statue
a statue
sculpted a statue
statue","

The millionaire likely got recognition, pride, and admiration for their accomplishment."
GP-U-A2,the neighbour who was crocheted a blanket envied the mailman.,What did the neighbour get?,"crocheted a blanket
a blanket
crocheted a blanket
blanket","

The neighbour got a crocheted blanket."
GP-U-A2,the old man who was awarded the prize embraced a friend.,What did the old get?,"awarded the prize
the prize
awarded the prize
prize","

The old man likely received a prize or award of some kind, such as a certificate or trophy. It could also have been a financial reward or some other kind of recognition."
GP-U-A2,the pack leader who was knitted a scarf thanked the boy scout.,What did the pack get?,"knitted a scarf
a scarf
knitted a scarf
scarf","

The pack leader likely got the handmade scarf that the boy scout had knitted."
GP-U-A2,the player who was tossed the ball interfered with the other team.,What did the player get?,"tossed the ball
the ball
tossed the ball
ball","

The player would typically receive at least one penalty. Depending on the extent of the interference, the penalty could range from a warning from the referee to a technical foul or even an ejection from the game."
GP-U-A2,the priest who was mailed a request telephoned the cardinal.,What did the priest get?,"mailed a request
a request
mailed a request
request","

The priest likely got the response to their request from the cardinal."
GP-U-A2,the principal who was taught the policy emailed the teacher.,What did the principal get?,"taught the policy
the policy
taught the policy
policy","

The principal likely received confirmation that the policy was taught, an acknowledgement that the teacher received and understood the policy, and any other information related to the policy that the principal found necessary to obtain."
GP-U-A2,the prisoner who was procured a weekend pass whispered to the guard.,What did the prisoner get?,"procured a weekend pass
a weekend pass
procured a weekend pass
weekend pass","

The prisoner got permission to leave the correctional facility for the weekend."
GP-U-A2,the reporter who was told the rumour yelled at the witness.,What did the reporter get?,"told the rumour
the rumour
told the rumour
rumour","

It is difficult to say what the reporter got, as this would depend on the context of the situation and the reactions of both the reporter and the witness. It is possible that the reporter may have received an apology from the witness or a clarification"
GP-U-A2,the scientist who was shipped critical supplies admired the tribesmen.,What did the scientist get?,"shipped critical supplies
critical supplies","

The scientist likely received the supplies they requested which could have included materials such as medical or laboratory equipment, reagents, food, and other items. The admiration is likely in response to the tribesmen's assistance in transporting the supplies and helping the"
GP-U-A2,the secretary who was poured a beer chatted up the lawyer.,What did the secretary get?,"poured a beer
a beer
poured a beer
beer","

The secretary got the attention of the lawyer."
GP-U-A2,the settlers who were built a log cabin thanked the neighbours.,What did the settlers get?,"built a log cabin
a log cabin
built a log cabin
log cabin","

The settlers likely were given a warm welcome and perhaps some helpful resources for building the cabin, such as timber, tools, knowledge, or other assistance. Additionally, they may have been offered ongoing support and hospitality during their time settling in the area"
GP-U-A2,the spy who was served a dry martini watched the villain.,What did the spy get?,"served a dry martini
a dry martini
served a dry martini
dry martini","

The spy likely got a glass of a dry martini."
GP-U-A2,the student who was baked a cake called the roommate.,What did the student get?,"baked a cake
a cake
baked a cake
cake","

The student got a nice surprise and a delicious cake from their roommate!"
GP-U-A2,the student who was called a bad name knew the bus driver.,What did the student get?,"called a bad name
a bad name
called a bad name
bad name","

The student likely got an apology from the bus driver since they knew each other. The student may also have received an explanation and assurance that the bus driver will not use that language again. It is also possible that the student's parent/guard"
GP-U-A2,the student who was found a scholarship talked to a professor.,What did the student get?,"found a scholarship
a scholarship
found a scholarship
scholarship","

The student probably got advice from the professor on how to apply for and receive the scholarship. The professor may have also offered tips on how to renew the scholarship each year, as well as other resources or people the student should contact about the scholarship"
GP-U-A2,the teenager who was burned a cd smiled at the cheerleader.,What did the teenager get?,"burned a cd
a cd
burned a cd
cd","

The teenager got the appreciation of the cheerleader for burning the CD."
GP-U-A2,the traveller who was booked the flight spotted a cab driver.,What did the traveller get?,"booked the flight
the flight
booked the flight
flight","

The traveller likely got a ride to their destination."
GP-U-A2,the woman who was offered a free drink winked at the bartender.,What did the woman get?,"offered a free drink
a free drink
offered a free drink
free drink","

The woman got a free drink from the bartender."
GP-U-A2,the woman who was painted the portrait waved at the mayor.,What did the woman get?,"painted the portrait
the portrait
painted the portrait
portrait","

The woman likely got the satisfaction of having her portrait waved at by the mayor."
